articulated_course_year,hs_grad_year,hs_grad_status,gender,ethnicity,high_school,subject,course,hs_course_grade,final_exam_grade,credit_recommended,credit_status,id,took_mcc_course_as_non_hs_student,took_mcc_course_in_same_discipline,earned_degree,earned_coa,earned_cop
2020-2021,2021,Graduate,Male,Asian,Canyon Crest Academy,BUS,BUS120,A,B,Yes,Awarded,5076,No,No,No,No,No
2021-2022,2022,Graduate,Male,Hispanic,Torrey Pines High School,CS,CS111,A,A,No,Awarded,4413,No,No,No,No,No
2020-2021,2021,Graduate,Female,White,Torrey Pines High School,BUS,BUS120,B,A,Yes,Awarded,12773,No,No,No,No,No
2021-2022,2022,Graduate,Unknown/Unreported,White,San Dieguito Academy,DESN,ART251,A,B,Yes,Awarded,12315,No,No,No,Not Applicable,No
2020-2021,2022,Graduate,Male,Hispanic,Sage Creek High School,BUS,BUS120,A,A,Yes,Awarded,6299,No,Not Applicable,No,No,No
2020-2021,2022,Graduate,Male,Hispanic,Carlsbad High School,CS,CS111,A,B,Yes,Denied,12893,No,No,No,No,No
2020-2021,2024,Graduate,Female,Asian,Torrey Pines High School,AUTO,BUS130,A,A,Yes,Awarded,11480,No,Not Applicable,Yes,No,No
2021-2022,2026,Graduate,Male,Black/African American,La Costa Canyon High School,BUS,BUS132,A,A,Yes,Awarded,3554,Not Applicable,No,No,No,Not Applicable
2022-2023,2025,Graduate,Male,White,Canyon Crest Academy,HORT,DESN100,B,A,Yes,Awarded,9481,No,Yes,No,No,Not Applicable
2022-2023,2025,Graduate,Male,White,Torrey Pines High School,BUS,BUS130,A,A,No,Awarded,11198,Not Applicable,Not Applicable,No,No,Not Applicable
2022-2023,2024,Graduate,Male,White,Torrey Pines High School,ART,NURS151,B,B,Yes,Awarded,9829,Yes,No,Not Applicable,No,No
2022-2023,2025,Graduate,Female,White,La Costa Canyon High School,BUS,BUS130,A,A,Yes,Awarded,12377,No,No,No,No,Not Applicable
2022-2023,2024,Not Yet a Graduate,Male,White,Sage Creek High School,BUS,BUS130,B,A,Yes,Awarded,1610,No,Not Applicable,Not Applicable,Not Applicable,No
2021-2022,2024,Graduate,Male,Asian,San Dieguito Academy,MAT,BUS130,A,A,Yes,Awarded,10353,No,No,No,No,No
2021-2022,2024,Graduate,Female,White,Sage Creek High School,ART,BUS132,B,A,Yes,Awarded,9463,Yes,No,No,No,No
2021-2022,2024,Graduate,Male,Asian,Oceanside High School,ART,HORT127,,,Yes,Awarded,11932,No,No,No,No,Not Applicable
2021-2022,2024,Graduate,Female,White,San Dieguito Academy,BUS,BUS130,B,A,Yes,Denied,5023,No,No,No,No,No
2022-2023,2026,Not Yet a Graduate,Unknown/Unreported,Asian,La Costa Canyon High School,BUS,BUS132,A,A,Yes,Awarded,10818,Not Applicable,Not Applicable,No,Not Applicable,No
2020-2021,2023,Graduate,Female,Hispanic,La Costa Canyon High School,BUS,CS101,A,B,Yes,Awarded,1690,Yes,No,Not Applicable,No,No
2020-2021,2023,Not Yet a Graduate,Male,Asian,Torrey Pines High School,BUS,MAT110,B,A,Yes,Awarded,12052,No,No,No,No,No
2020-2021,2024,Not Yet a Graduate,Male,White,San Dieguito Academy,MAT,AUTO130,A,B,Yes,Awarded,3349,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable
2020-2021,2023,Graduate,Male,Middle Eastern or North African,Oceanside High School,BUS,BUS120,A,B,No,Awarded,12231,No,No,Not Applicable,No,Not Applicable
2022-2023,2020,Graduate,Male,White,Canyon Crest Academy,CS,ACCT158,A,A,Yes,Awarded,7510,No,No,No,No,No
2021-2022,2024,Graduate,Male,Hispanic,Torrey Pines High School,ART,BUS132,A,D,Yes,Denied,12971,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2021-2022,2022,Graduate,Male,White,Torrey Pines High School,ACCT,BUS120,A,A,Yes,Denied,13254,Yes,No,No,No,Not Applicable
2020-2021,2022,Graduate,Unknown/Unreported,Hispanic,Canyon Crest Academy,ART,NURS155,B,A,Yes,Awarded,1731,Not Applicable,No,No,No,No
2022-2023,2024,Graduate,Male,White,Torrey Pines High School,BUS,ACCT158,A,A,Yes,Awarded,8417,No,No,Not Applicable,No,No
2022-2023,2024,Graduate,Female,Black/African American,Carlsbad High School,BUS,ART251,B,A,Yes,Denied,13236,No,No,No,Yes,No
2022-2023,2022,Graduate,Male,Two or More Races,Canyon Crest Academy,BUS,HORT127,A,A,Yes,Awarded,2210,No,No,No,No,No
2022-2023,2025,Graduate,Female,Hispanic,Torrey Pines High School,AUTO,BUS130,A,A,Yes,Awarded,8604,Yes,Not Applicable,Not Applicable,No,Not Applicable
2022-2023,2025,Graduate,Female,White,Torrey Pines High School,CS,BUS120,A,A,Yes,Awarded,7089,No,No,Not Applicable,No,Not Applicable
2022-2023,2026,Graduate,Male,White,Canyon Crest Academy,ART,BUS130,A,A,Yes,Awarded,398,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2021,Graduate,Female,White,Sage Creek High School,ART,DESN100,B,A,Yes,Awarded,3089,No,No,No,No,No
2021-2022,2024,Not Yet a Graduate,Male,White,Altus Schools,NURS,BUS130,C,A,Yes,Awarded,995,Not Applicable,No,No,Not Applicable,Not Applicable
2020-2021,2022,Graduate,Female,Hispanic,La Costa Canyon High School,BUS,NURS151,A,A,Yes,Awarded,7440,Yes,No,Not Applicable,No,No
2022-2023,2024,Graduate,Female,White,Canyon Crest Academy,MAP,KINE190,A,A,Yes,Awarded,4280,No,No,No,Not Applicable,Not Applicable
2022-2023,2022,Graduate,Female,White,El Camino High School,KINE,MAP100,A,A,Yes,Denied,1051,No,No,Not Applicable,No,No
2021-2022,2025,Graduate,Male,Hispanic,Canyon Crest Academy,BUS,BUS120,A,A,No,Denied,6878,No,Not Applicable,No,No,No
2020-2021,2023,Graduate,Male,White,Torrey Pines High School,AUTO,ART251,A,A,No,Awarded,5766,No,No,No,No,No
2021-2022,2023,Graduate,Male,Hispanic,Sage Creek High School,ACCT,BUS120,A,A,Yes,Awarded,6899,No,No,No,No,No
2020-2021,2024,Not Yet a Graduate,Female,White,San Dieguito Academy,BUS,BUS132,A,A,Yes,Awarded,4828,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2023,Graduate,Female,White,Torrey Pines High School,BUS,BUS120,A,A,Yes,Awarded,1746,Not Applicable,No,No,No,Not Applicable
2022-2023,2027,Not Yet a Graduate,Female,White,Torrey Pines High School,BUS,MAT110,A,A,Yes,Awarded,708,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2026,Not Yet a Graduate,Male,White,Torrey Pines High School,BUS,BUS120,B,C,Yes,Awarded,8520,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2024,Graduate,Male,White,El Camino High School,ART,BUS132,A,,Yes,Awarded,12684,Yes,Not Applicable,No,No,No
2022-2023,2023,Graduate,Male,Unknown/Unreported,Torrey Pines High School,NURS,NURS155,A,A,Yes,Awarded,11400,Yes,No,No,No,No
2021-2022,2024,Graduate,Male,Asian,Sage Creek High School,BUS,ART251,A,A,Yes,Awarded,6651,Yes,Not Applicable,No,No,Not Applicable
2021-2022,2024,Not Yet a Graduate,Female,Asian,El Camino High School,CS,CS111,A,B,Yes,Awarded,10884,No,No,No,No,No
2021-2022,2024,Not Yet a Graduate,Female,White,Canyon Crest Academy,BUS,NURS151,A,,Yes,Denied,13254,Yes,Yes,Not Applicable,No,Not Applicable
2021-2022,2024,Graduate,Unknown/Unreported,Two or More Races,Torrey Pines High School,NURS,BUS132,,A,Yes,Awarded,10708,Not Applicable,Not Applicable,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Hispanic,Torrey Pines High School,BUS,BUS120,A,A,Yes,Awarded,13189,Yes,Not Applicable,No,No,No
2021-2022,2024,Not Yet a Graduate,Unknown/Unreported,Hispanic,Tri-City Christian School,BUS,ACCT158,A,A,Yes,Awarded,3279,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2026,Not Yet a Graduate,Unknown/Unreported,White,Canyon Crest Academy,MAP,DESN100,A,B,No,Awarded,13645,No,Not Applicable,No,No,Not Applicable
2021-2022,2024,Graduate,Male,White,Sage Creek High School,BUS,BUS120,A,A,No,Awarded,11657,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Asian,Torrey Pines High School,BUS,BUS120,A,A,Yes,Denied,1797,No,No,Not Applicable,Not Applicable,No
2022-2023,2024,Graduate,Female,Unknown/Unreported,Canyon Crest Academy,BUS,BUS120,A,A,No,Awarded,4163,No,No,No,No,No
2021-2022,2024,Graduate,Male,Hispanic,La Costa Canyon High School,FILM,KINE190,A,B,Yes,Awarded,12353,Yes,Not Applicable,Not Applicable,No,No
2021-2022,2025,Graduate,Female,White,Torrey Pines High School,BUS,BUS130,A,,No,Awarded,9558,Not Applicable,Not Applicable,Not Applicable,No,No
2020-2021,2022,Graduate,Female,White,La Costa Canyon High School,ART,ART251,A,A,Yes,Awarded,10649,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Unknown,Torrey Pines High School,BUS,BUS130,A,A,Yes,Awarded,5703,Yes,No,No,Not Applicable,Not Applicable
2022-2023,2025,Not Yet a Graduate,Female,White,Oceanside High School,ACCT,BUS132,A,A,No,Denied,6901,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2021-2022,2024,Graduate,Male,White,Canyon Crest Academy,BUS,BUS132,A,A,Yes,Awarded,4998,No,No,No,No,No
2022-2023,2026,Not Yet a Graduate,Female,Middle Eastern or North African,Torrey Pines High School,NURS,NURS151,A,C,Yes,Awarded,1635,Not Applicable,No,No,Not Applicable,Not Applicable
2021-2022,2022,Graduate,Unknown/Unreported,Asian,Oceanside High School,NURS,ART251,F,A,No,Denied,684,No,Yes,No,No,No
2022-2023,2023,Graduate,Male,Two or More Races,La Costa Canyon High School,BUS,BUS130,A,B,Yes,Denied,3501,No,No,No,No,No
2020-2021,2023,Graduate,Male,White,La Costa Canyon High School,AUTO,AUTO130,A,A,Yes,Awarded,10619,No,No,Not Applicable,No,Not Applicable
2021-2022,2024,Graduate,Male,Unknown/Unreported,Canyon Crest Academy,BUS,BUS130,A,A,Yes,Awarded,2561,No,No,No,No,No
2020-2021,2024,Graduate,Female,Unknown,Mission Vista High School,BUS,AUTO102,A,A,Yes,Awarded,4064,No,Yes,No,No,No
2021-2022,2023,Not Yet a Graduate,Female,Asian,Sage Creek High School,CS,ACCT158,,A,Yes,Awarded,6387,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Female,White,Oceanside High School,DESN,MAT125,A,C,Yes,Awarded,5116,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2023,Graduate,Female,White,Tri-City Christian School,BUS,CS101,A,B,Yes,Awarded,12411,No,No,No,No,No
